458,Heavy Pulse Laser I 
459,Heavy Beam Laser I 
460,Dual Heavy Pulse Laser I 
461,Dual Heavy Beam Laser I 
462,Mega Pulse Laser I 
463,Mega Beam Laser I 
464,Tachyon Beam Laser I 
482,Miner II 
483,Miner I 
484,125mm Gatling AutoCannon I 
485,150mm Light AutoCannon I 
486,200mm AutoCannon I 
487,250mm Light Artillery Cannon I 
488,280mm Howitzer Artillery I 
489,Dual 180mm AutoCannon I 
490,220mm Vulcan AutoCannon I 
491,425mm AutoCannon I 
492,650mm Artillery Cannon I 
493,720mm Howitzer Artillery I 
494,Dual 425mm AutoCannon I 
495,Dual 650mm Repeating Cannon I 
496,800mm Repeating Cannon I 
497,1200mm Artillery Cannon I 
498,1400mm Howitzer Artillery I 
499,Light Missile Launcher I 
501,Heavy Missile Launcher I 
503,Torpedo Launcher I 
506,'Basic' Capacitor Power Relay 
508,Basic Shield Flux Coil 
509,'Basic' Capacitor Flux Coil 
518,Basic Gyrostabilizer 
519,Gyrostabilizer II 
520,Gyrostabilizer I 
521,Basic Damage Control 
522,Micro Capacitor Battery I 
523,Small Armor Repairer I 
524,Small Hull Repairer I 
526,Stasis Webifier I 
527,Stasis Webifier II 
529,Small Remote Capacitor Transmitter I 
530,Small Nosferatu I 
533,Small Energy Neutralizer I 
561,75mm Gatling Rail I 
562,Light Electron Blaster I 
563,Light Ion Blaster I 
564,Light Neutron Blaster I 
565,150mm Railgun I 
566,Heavy Electron Blaster I 
567,Dual 150mm Railgun I 
568,Heavy Neutron Blaster I 
569,Heavy Ion Blaster I 
570,250mm Railgun I 
571,Electron Blaster Cannon I 
572,Dual 250mm Railgun I 
573,Neutron Blaster Cannon I 
574,425mm Railgun I 
575,Ion Blaster Cannon I 
577,Medium Capacitor Booster I 
578,Adaptive Invulnerability Field I 
580,ECM Burst I 
581,Passive Targeter I 
582,Bantam 
583,Condor 
584,Griffin 
585,Slasher 
586,Probe 
587,Rifter 
588,Reaper 
589,Executioner 
590,Inquisitor 
591,Tormentor 
592,Navitas 
593,Tristan 
594,Incursus 
596,Impairor 
597,Punisher 
598,Breacher 
599,Burst 
601,Ibis 
602,Kestrel 
603,Merlin 
605,Heron 
606,Velator 
607,Imicus 
608,Atron 
609,Maulus 
615,Immolator 
617,Echo 
620,Osprey 
621,Caracal 
622,Stabber 
623,Moa 
624,Maller 
625,Augoror 
626,Vexor 
627,Thorax 
628,Arbitrator 
629,Rupture 
630,Bellicose 
631,Scythe 
632,Blackbird 
633,Celestis 
634,Exequror 
638,Raven 
639,Tempest 
640,Scorpion 
641,Megathron 
642,Apocalypse 
643,Armageddon 
644,Typhoon 
645,Dominix 
648,Badger 
649,Tayra 
650,Nereus 
651,Hoarder 
652,Mammoth 
653,Wreathe 
654,Kryos 
655,Epithal 
656,Miasmos 
657,Iteron Mark V 
672,Caldari Shuttle 
1182,Auto Targeting System I 
1183,Small Armor Repairer II 
1185,Small Capacitor Battery I 
1190,Small Remote Capacitor Transmitter II 
1192,'Basic' Overdrive Injector System 
1193,Basic EM Plating 
1195,Cap Recharger I 
1197,EM Plating I 
1198,EM Plating II 
1201,Wasp I 
1202,Civilian Mining Drone 
1223,Bistot 
1224,Pyroxeres 
1225,Crokite 
1226,Jaspet 
1227,Omber 
1228,Scordite 
1229,Gneiss 
1230,Veldspar 
1231,Hemorphite 
1232,Dark Ochre 
1236,Overdrive Injector System II 
1240,'Basic' Reinforced Bulkheads 
1242,'Basic' Nanofiber Internal Structure 
1244,Overdrive Injector System I 
1246,Capacitor Flux Coil I 
1248,Capacitor Flux Coil II 
1254,Shield Flux Coil I 
1256,Shield Flux Coil II 
1262,Basic Explosive Plating 
1264,Explosive Plating I 
1266,Explosive Plating II 
1272,Basic Layered Plating 
1274,Layered Plating I 
1276,Layered Plating II 
1282,Basic Kinetic Plating 
1284,Kinetic Plating I 
1286,Kinetic Plating II 
1292,Basic Thermic Plating 
1294,Thermic Plating I 
1296,Thermic Plating II 
1302,Basic Adaptive Nano Plating 
1304,Adaptive Nano Plating I 
1306,Adaptive Nano Plating II 
1315,'Basic' Expanded Cargohold 
1317,Expanded Cargohold I 
1319,Expanded Cargohold II 
1333,Reinforced Bulkheads I 
1335,Reinforced Bulkheads II 
1351,Basic Reactor Control Unit 
1353,Reactor Control Unit I 
1355,Reactor Control Unit II 
1401,'Basic' Inertial Stabilizers 
1403,Inertial Stabilizers I 
1405,Inertial Stabilizers II 
1419,Basic Shield Power Relay 
1422,Shield Power Relay II 
1436,Auto Targeting System II 
1445,Capacitor Power Relay I 
1447,Capacitor Power Relay II 
1537,'Basic' Power Diagnostic System 
1539,Power Diagnostic System I 
1541,Power Diagnostic System II 
1547,Small Proton Smartbomb I 
1549,Small Proton Smartbomb II 
1551,Small Graviton Smartbomb I 
1553,Small Graviton Smartbomb II 
1557,Small Plasma Smartbomb I 
1559,Small Plasma Smartbomb II 
1563,Small EMP Smartbomb I 
1565,Small EMP Smartbomb II 
1798,Basic EM Ward Amplifier 
1800,Basic Thermic Dissipation Amplifier 
1802,Basic Kinetic Deflection Amplifier 
1804,Basic Explosive Deflection Amplifier 
1808,EM Ward Amplifier I 
1810,Scourge Auto-Targeting Light Missile I 
1814,Nova Auto-Targeting Light Missile I 
1816,Inferno Auto-Targeting Light Missile I 
1818,Scourge Auto-Targeting Heavy Missile I 
1820,Mjolnir Auto-Targeting Heavy Missile I 
1822,Nova Auto-Targeting Heavy Missile I 
1824,Inferno Auto-Targeting Heavy Missile I 
1826,Scourge Auto-Targeting Cruise Missile I 
1828,Mjolnir Auto-Targeting Cruise Missile I 
1830,Nova Auto-Targeting Cruise Missile I 
1832,Inferno Auto-Targeting Cruise Missile I 
1855,Ship Scanner II 
1875,Rapid Light Missile Launcher I 
1877,Rapid Light Missile Launcher II 
1893,Basic Heat Sink 
1944,Bestower 
1946,Basic RADAR Backup Array 
1947,ECCM - Radar I 
1948,ECM - Ion Field Projector I 
1949,Basic Signal Amplifier 
1951,Basic Tracking Enhancer 
1952,Sensor Booster II 
1955,ECM - Spatial Destabilizer I 
1956,ECM - White Noise Generator I 
1957,ECM - Multispectral Jammer I 
1958,ECM - Phase Inverter I 
1959,ECCM Projector I 
1960,ECCM Projector II 
1963,Remote Sensor Booster I 
1964,Remote Sensor Booster II 
1968,Remote Sensor Dampener I 
1969,Remote Sensor Dampener II 
1973,Sensor Booster I 
1977,Tracking Computer I 
1978,Tracking Computer II 
1982,Basic Ladar Backup Array 
1983,Basic Gravimetric Backup Array 
1984,Basic Magnetometric Backup Array 
1985,Basic Multi Sensor Backup Array 
1986,Signal Amplifier I 
1987,Signal Amplifier II 
1998,Tracking Enhancer I 
1999,Tracking Enhancer II 
2001,Cynosural Suppression 
2002,ECCM - Ladar I 
2003,ECCM - Magnetometric I 
2004,ECCM - Gravimetric I 
2005,ECCM - Omni I 
2006,Omen 
2008,Cynosural Navigation 
2009,Supercapital Construction Facilities 
2018,Medium Capacitor Battery I 
2020,Large Capacitor Battery I 
2024,Medium Capacitor Booster II 
2026,Pirate Detection Array 1 
2027,Pirate Detection Array 2 
2028,Pirate Detection Array 3 
2029,Pirate Detection Array 4 
2030,Pirate Detection Array 5 
2031,Entrapment Array 1 
2032,Cap Recharger II 
2034,Entrapment Array 2 
2035,Entrapment Array 3 
2036,Entrapment Array 4 
2037,Entrapment Array 5 
2038,Cargo Scanner II 
2040,Ore Prospecting Array 1 
2041,Ore Prospecting Array 2 
2042,Ore Prospecting Array 3 
2043,Ore Prospecting Array 4 
2044,Ore Prospecting Array 5 
2046,Damage Control I 
2048,Damage Control II 
2050,Gistum C-Type Adaptive Invulnerability Field 
2053,Survey Networks 1 
2054,Survey Networks 2 
2055,Survey Networks 3 
2056,Survey Networks 4 
2057,Survey Networks 5 
2058,Quantum Flux Generator 1 
2059,Quantum Flux Generator 2 
2060,Quantum Flux Generator 3 
2061,Quantum Flux Generator 4 
2062,Quantum Flux Generator 5 
2073,Microorganisms 
2078,Zephyr 
2082,Genolution Core Augmentation CA-1 
2103,Remote Tracking Computer I 
2104,Remote Tracking Computer II 
2108,Tracking Disruptor I 
2109,Tracking Disruptor II 
2117,ECM Burst II 
2161,Crucifier 
2173,Infiltrator I 
2175,Infiltrator II 
2178,Guristas Nova Citadel Cruise Missile 
2180,Guristas Scourge Citadel Cruise Missile 
2182,Guristas Inferno Citadel Cruise Missile 
2183,Hammerhead I 
2185,Hammerhead II 
2188,Guristas Mjolnir Citadel Cruise Missile 
2193,Praetor I 
2195,Praetor II 
2203,Acolyte I 
2205,Acolyte II 
2254,Temperate Command Center 
2258,ECCM - Omni II 
2259,ECCM - Gravimetric II 
2260,ECCM - Ladar II 
2261,ECCM - Magnetometric II 
2262,ECCM - Radar II 
2267,Base Metals 
2268,Aqueous Liquids 
2270,Noble Metals 
2272,Heavy Metals 
2281,Adaptive Invulnerability Field II 
2286,Planktic Colonies 
2287,Complex Organisms 
2288,Carbon Compounds 
2289,Explosive Deflection Field I 
2291,Kinetic Deflection Field I 
2293,EM Ward Field I 
2295,Thermic Dissipation Field I 
2297,Explosive Deflection Field II 
2299,Kinetic Deflection Field II 
2301,EM Ward Field II 
2303,Thermic Dissipation Field II 
2305,Autotrophs 
2306,Non-CS Crystals 
2307,Felsic Magma 
2308,Suspended Plasma 
2309,Ionic Solutions 
2310,Noble Gas 
2311,Reactive Gas 
2312,Supertensile Plastics 
2317,Oxides 
2319,Test Cultures 
2321,Polyaramids 
2327,Microfiber Shielding 
2328,Water-Cooled CPU 
2329,Biocells 
2331,Shield Power Relay I 
2333,Survey Scanner II 
2341,Passive Targeter II 
2344,Condensates 
2345,Camera Drones 
2346,Synthetic Synapses 
2348,Gel-Matrix Biopaste 
2349,Supercomputers 
2351,Smartfab Units 
2352,Nuclear Reactors 
2354,Neocoms 
2355,Small Hull Repairer II 
2358,Biotech Research Reports 
2360,Industrial Explosives 
2361,Hermetic Membranes 
2363,Heat Sink I 
2364,Heat Sink II 
2366,Hazmat Detection Systems 
2367,Cryoprotectant Solution 
2368,Broken Organic Mortar Applicators 
2369,Broken Sterile Conduits 
2371,Broken Nano-Factory 
2373,Broken Self-Harmonizing Power Core 
2374,Broken Recursive Computing Module 
2375,Broken Broadcast Node 
2376,Broken Integrity Response Drones 
2377,Broken Wetware Mainframe 
2389,Plasmoids 
2390,Electrolytes 
2392,Oxidizing Compound 
2393,Bacteria 
2395,Proteins 
2396,Biofuels 
2397,Industrial Fibers 
2398,Reactive Metals 
2399,Precious Metals 
2400,Toxic Metals 
2401,Chiral Structures 
2403,Advanced Planetology 
2404,Light Missile Launcher II 
2406,Planetology 
2410,Heavy Missile Launcher II 
2420,Torpedo Launcher II 
2436,Wasp II 
2444,Ogre I 
2446,Ogre II 
2454,Hobgoblin I 
2456,Hobgoblin II 
2463,Nanites 
2464,Hornet I 
2466,Hornet II 
2476,Berserker I 
2478,Berserker II 
2486,Warrior I 
2488,Warrior II 
2495,Interplanetary Consolidation 
2505,Command Center Upgrades 
2506,Mjolnir Torpedo 
2508,Nova Torpedo 
2510,Inferno Torpedo 
2512,Mjolnir Rocket 
2514,Inferno Rocket 
2516,Nova Rocket 
2524,Barren Command Center 
2525,Oceanic Command Center 
2529,Explosive Deflection Amplifier I 
2531,Explosive Deflection Amplifier II 
2533,Ice Command Center 
2534,Gas Command Center 
2537,Thermic Dissipation Amplifier I 
2539,Thermic Dissipation Amplifier II 
2545,Kinetic Deflection Amplifier I 
2547,Kinetic Deflection Amplifier II 
2549,Lava Command Center 
2550,Storm Command Center 
2551,Plasma Command Center 
2553,EM Ward Amplifier II 
2559,ECM - Phase Inverter II 
2563,ECM - Ion Field Projector II 
2567,ECM - Multispectral Jammer II 
2571,ECM - Spatial Destabilizer II 
2575,ECM - White Noise Generator II 
2579,Gravimetric Backup Array I 
2580,Gravimetric Backup Array II 
2583,Ladar Backup Array I 
2584,Ladar Backup Array II 
2587,Magnetometric Backup Array I 
2588,Magnetometric Backup Array II 
2589,Genolution Core Augmentation CA-2 
2591,Multi Sensor Backup Array I 
2592,Multi Sensor Backup Array II 
2603,Nanofiber Internal Structure I 
2605,Nanofiber Internal Structure II 
2613,Mjolnir Fury Light Missile 
2621,Inferno Fury Cruise Missile 
2629,Scourge Fury Heavy Missile 
2637,Inferno Precision Cruise Missile 
2647,Inferno Precision Light Missile 
2655,Nova Precision Heavy Missile 
2679,Scourge Rage Heavy Assault Missile 
2801,Nova Javelin Torpedo 
2811,Inferno Rage Torpedo 
2817,Mjolnir Rage Rocket 
2833,1000 Aurum Token 
2863,Primae 
2865,1200mm Artillery Cannon II 
2867,Broadcast Node 
2868,Integrity Response Drones 
2869,Nano-Factory 
2870,Organic Mortar Applicators 
2871,Recursive Computing Module 
2872,Self-Harmonizing Power Core 
2873,125mm Gatling AutoCannon II 
2875,Sterile Conduits 
2876,Wetware Mainframe 
2881,150mm Light AutoCannon II 
2889,200mm AutoCannon II 
2897,220mm Vulcan AutoCannon II 
2905,250mm Light Artillery Cannon II 
2913,425mm AutoCannon II 
2921,650mm Artillery Cannon II 
2929,800mm Repeating Cannon II 
2937,Dual 180mm AutoCannon II 
2945,Dual 425mm AutoCannon II 
2948,Shadow 
2953,Dual 650mm Repeating Cannon II 
2961,1400mm Howitzer Artillery II 
2969,720mm Howitzer Artillery II 
2977,280mm Howitzer Artillery II 
2985,Dual Heavy Beam Laser II 
2993,Dual Light Beam Laser II 
2998,Noctis 
3001,Dual Light Pulse Laser II 
3009,Focused Medium Beam Laser II 
3017,Gatling Pulse Laser II 
3025,Heavy Beam Laser II 
3033,Small Focused Beam Laser II 
3041,Small Focused Pulse Laser II 
3049,Mega Beam Laser II 
3057,Mega Pulse Laser II 
3065,Tachyon Beam Laser II 
3074,150mm Railgun II 
3077,Zainou 'Gnome' Shield Upgrades SU-602 
3078,Zainou 'Gnome' Shield Upgrades SU-604 
3080,Zainou 'Gnome' Shield Management SM-702 
3081,Zainou 'Gnome' Shield Management SM-704 
3082,250mm Railgun II 
3084,Zainou 'Gnome' Shield Management SM-706 
3085,Zainou 'Gnome' Shield Emission Systems SE-802 
3086,Zainou 'Gnome' Shield Emission Systems SE-804 
3087,Zainou 'Gnome' Shield Emission Systems SE-806 
3088,Zainou 'Gnome' Shield Operation SP-902 
3089,Zainou 'Gnome' Shield Operation SP-904 
3090,425mm Railgun II 
3092,Zainou 'Gnome' Shield Operation SP-906 
3093,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-702 
3094,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-704 
3095,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-706 
3096,Eifyr and Co. 'Rogue' Navigation NN-602 
3097,Eifyr and Co. 'Rogue' Navigation NN-604 
3098,75mm Gatling Rail II 
3100,Eifyr and Co. 'Rogue' Navigation NN-606 
3104,Eifyr and Co. 'Rogue' Afterburner AB-604 
3106,Dual 150mm Railgun II 
3108,Eifyr and Co. 'Rogue' Afterburner AB-612 
3109,Eifyr and Co. 'Rogue' Warp Drive Operation WD-604 
3112,Eifyr and Co. 'Rogue' High Speed Maneuvering HS-902 
3113,Eifyr and Co. 'Rogue' High Speed Maneuvering HS-904 
3114,Dual 250mm Railgun II 
3116,Eifyr and Co. 'Rogue' High Speed Maneuvering HS-906 
3117,Eifyr and Co. 'Rogue' Warp Drive Speed WS-608 
3118,Eifyr and Co. 'Rogue' Warp Drive Speed WS-613 
3119,Eifyr and Co. 'Rogue' Warp Drive Speed WS-618 
3120,Eifyr and Co. 'Rogue' Acceleration Control AC-602 
3122,Electron Blaster Cannon II 
3124,Eifyr and Co. 'Rogue' Acceleration Control AC-606 
3125,Zainou 'Deadeye' Guided Missile Precision GP-802 
3126,Zainou 'Deadeye' Guided Missile Precision GP-804 
3127,Zainou 'Deadeye' Guided Missile Precision GP-806 
3128,Zainou 'Deadeye' Missile Bombardment MB-702 
3129,Zainou 'Deadeye' Missile Bombardment MB-704 
3130,Heavy Electron Blaster II 
3133,Zainou 'Deadeye' Missile Projection MP-702 
3134,Zainou 'Deadeye' Missile Projection MP-704 
3135,Zainou 'Deadeye' Missile Projection MP-706 
3136,Zainou 'Deadeye' Rapid Launch RL-1002 
3137,Zainou 'Deadeye' Rapid Launch RL-1004 
3138,Heavy Ion Blaster II 
3140,Zainou 'Deadeye' Rapid Launch RL-1006 
3141,Zainou 'Deadeye' Target Navigation Prediction TN-902 
3142,Zainou 'Deadeye' Target Navigation Prediction TN-904 
3143,Zainou 'Deadeye' Target Navigation Prediction TN-906 
3144,Zainou 'Gnome' Launcher CPU Efficiency LE-602 
3146,Heavy Neutron Blaster II 
3154,Ion Blaster Cannon II 
3157,Zainou 'Snapshot' Heavy Assault Missiles AM-702 
3158,Zainou 'Snapshot' Heavy Assault Missiles AM-704 
3159,Zainou 'Snapshot' Heavy Assault Missiles AM-706 
3160,Zainou 'Snapshot' FOF Explosion Radius FR-1002 
3162,Light Electron Blaster II 
3165,Zainou 'Snapshot' Heavy Missiles HM-702 
3166,Zainou 'Snapshot' Heavy Missiles HM-704 
3167,Zainou 'Snapshot' Heavy Missiles HM-706 
3168,Zainou 'Snapshot' Light Missiles LM-902 
3170,Light Ion Blaster II 
3173,Zainou 'Snapshot' Rockets RD-902 
3176,Zainou 'Snapshot' Torpedoes TD-602 
3177,Zainou 'Snapshot' Torpedoes TD-604 
3178,Light Neutron Blaster II 
3180,Zainou 'Snapshot' Torpedoes TD-606 
3181,Zainou 'Snapshot' Cruise Missiles CM-602 
3182,Zainou 'Snapshot' Cruise Missiles CM-604 
3183,Zainou 'Snapshot' Cruise Missiles CM-606 
3184,ORE Industrial 
3185,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-802 
3186,Neutron Blaster Cannon II 
3188,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-804 
3189,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-806 
3190,Eifyr and Co. 'Gunslinger' Motion Prediction MR-702 
3191,Eifyr and Co. 'Gunslinger' Motion Prediction MR-704 
3192,Eifyr and Co. 'Gunslinger' Motion Prediction MR-706 
3193,Eifyr and Co. 'Gunslinger' Surgical Strike SS-902 
3194,Eifyr and Co. 'Gunslinger' Surgical Strike SS-904 
3195,Eifyr and Co. 'Gunslinger' Surgical Strike SS-906 
3196,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1002 
3197,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1004 
3198,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1006 
3199,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-602 
3200,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-604 
3201,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-606 
3202,Inherent Implants 'Lancer' Small Energy Turret SE-602 
3203,Inherent Implants 'Lancer' Controlled Bursts CB-702 
3204,Inherent Implants 'Lancer' Gunnery RF-902 
3205,Inherent Implants 'Lancer' Large Energy Turret LE-1002 
3206,Inherent Implants 'Lancer' Medium Energy Turret ME-802 
3208,Inherent Implants 'Lancer' Controlled Bursts CB-704 
3209,Inherent Implants 'Lancer' Gunnery RF-904 
3210,Inherent Implants 'Lancer' Large Energy Turret LE-1004 
3211,Inherent Implants 'Lancer' Medium Energy Turret ME-804 
3212,Inherent Implants 'Lancer' Small Energy Turret SE-606 
3213,Inherent Implants 'Lancer' Controlled Bursts CB-706 
3214,Inherent Implants 'Lancer' Gunnery RF-906 
3215,Inherent Implants 'Lancer' Large Energy Turret LE-1006 
3216,Inherent Implants 'Lancer' Medium Energy Turret ME-806 
3217,Zainou 'Deadeye' Sharpshooter ST-902 
3218,Harvester Mining Drone 
3221,Zainou 'Deadeye' Trajectory Analysis TA-706 
3222,Zainou 'Deadeye' Large Hybrid Turret LH-1002 
3223,Zainou 'Deadeye' Large Hybrid Turret LH-1004 
3224,Zainou 'Deadeye' Large Hybrid Turret LH-1006 
3225,Zainou 'Deadeye' Small Hybrid Turret SH-602 
3228,Zainou 'Gnome' Weapon Upgrades WU-1002 
3229,Zainou 'Gnome' Weapon Upgrades WU-1004 
3230,Zainou 'Gnome' Weapon Upgrades WU-1006 
3231,Zainou 'Deadeye' Medium Hybrid Turret MH-802 
3232,Zainou 'Deadeye' Medium Hybrid Turret MH-804 
3233,Zainou 'Deadeye' Medium Hybrid Turret MH-806 
3234,Zainou 'Deadeye' Sharpshooter ST-904 
3235,Zainou 'Deadeye' Sharpshooter ST-906 
3236,Zainou 'Deadeye' Trajectory Analysis TA-702 
3237,Inherent Implants 'Squire' Capacitor Management EM-802 
3238,Inherent Implants 'Squire' Capacitor Management EM-804 
3239,Inherent Implants 'Squire' Capacitor Management EM-806 
3240,Inherent Implants 'Squire' Capacitor Systems Operation EO-602 
3241,Inherent Implants 'Squire' Capacitor Systems Operation EO-604 
3242,Warp Disruptor I 
3244,Warp Disruptor II 
3246,Inherent Implants 'Squire' Capacitor Systems Operation EO-606 
3247,Inherent Implants 'Squire' Capacitor Emission Systems ES-702 
3248,Inherent Implants 'Squire' Capacitor Emission Systems ES-704 
3250,Inherent Implants 'Squire' Energy Pulse Weapons EP-702 
3253,Inherent Implants 'Squire' Energy Grid Upgrades EU-702 
3254,Inherent Implants 'Squire' Energy Grid Upgrades EU-704 
3255,Inherent Implants 'Squire' Energy Grid Upgrades EU-706 
3256,Inherent Implants 'Squire' Power Grid Management EG-602 
3257,Inherent Implants 'Squire' Power Grid Management EG-604 
3258,Inherent Implants 'Squire' Power Grid Management EG-606 
3262,Zainou 'Gypsy' Electronics Upgrades EU-602 
3263,Zainou 'Gypsy' Electronics Upgrades EU-604 
3264,Zainou 'Gypsy' Electronics Upgrades EU-606 
3265,Zainou 'Gypsy' CPU Management EE-602 
3266,Zainou 'Gypsy' CPU Management EE-604 
3267,Zainou 'Gypsy' CPU Management EE-606 
3268,Zainou 'Gypsy' Signature Analysis SA-702 
3269,Zainou 'Gypsy' Signature Analysis SA-704 
3270,Zainou 'Gypsy' Signature Analysis SA-706 
3271,Zainou 'Gypsy' Electronic Warfare EW-902 
3274,Zainou 'Gypsy' Long Range Targeting LT-802 
3276,Zainou 'Gypsy' Long Range Targeting LT-806 
3277,Zainou 'Gypsy' Propulsion Jamming PJ-802 
3279,Zainou 'Gypsy' Propulsion Jamming PJ-806 
3280,Zainou 'Gypsy' Sensor Linking SL-902 
3283,Zainou 'Gypsy' Weapon Disruption WD-902 
3285,Quad Light Beam Laser II 
3290,Zainou 'Gypsy' Target Painting TG-906 
3291,Inherent Implants 'Noble' Repair Systems RS-602 
3293,Medium Standard Container 
3296,Large Standard Container 
3297,Small Standard Container 
3299,Inherent Implants 'Noble' Repair Systems RS-606 
3300,Gunnery 
3301,Small Hybrid Turret 
3302,Small Projectile Turret 
3303,Small Energy Turret 
3304,Medium Hybrid Turret 
3305,Medium Projectile Turret 
3306,Medium Energy Turret 
3307,Large Hybrid Turret 
3308,Large Projectile Turret 
3309,Large Energy Turret 
3310,Rapid Firing 
3311,Sharpshooter 
3312,Motion Prediction 
3315,Surgical Strike 
3316,Controlled Bursts 
3317,Trajectory Analysis 
3318,Weapon Upgrades 
3319,Missile Launcher Operation 
3320,Rockets 
3321,Light Missiles 
3322,Auto-Targeting Missiles 
3323,Defender Missiles 
3324,Heavy Missiles 
3325,Torpedoes 
3326,Cruise Missiles 
3327,Spaceship Command 
3328,Gallente Frigate 
3329,Minmatar Frigate 
3330,Caldari Frigate 
3331,Amarr Frigate 
3332,Gallente Cruiser 
3333,Minmatar Cruiser 
3334,Caldari Cruiser 
3335,Amarr Cruiser 
3336,Gallente Battleship 
3337,Minmatar Battleship 
3338,Caldari Battleship 
3339,Amarr Battleship 
3340,Gallente Industrial 
3341,Minmatar Industrial 
3342,Caldari Industrial 
3343,Amarr Industrial 
3344,Gallente Titan 
3345,Minmatar Titan 
3346,Caldari Titan 
3347,Amarr Titan 
3348,Leadership 
3349,Skirmish Warfare 
3350,Siege Warfare 
3351,Siege Warfare Specialist 
3352,Information Warfare Specialist 
3354,Warfare Link Specialist 
3355,Social 
3356,Negotiation 
3357,Diplomacy 
3358,Fast Talk 
3359,Connections 
3361,Criminal Connections 
3363,Corporation Management 
3368,Diplomatic Relations 
3373,Starbase Defense Management 
3380,Industry 
3385,Reprocessing 
3386,Mining 
3387,Mass Production 
3388,Advanced Industry 
3389,Reprocessing Efficiency 
3392,Mechanics 
3393,Repair Systems 
3394,Hull Upgrades 
3395,Advanced Small Ship Construction 
3396,Advanced Industrial Ship Construction 
3397,Advanced Medium Ship Construction 
3398,Advanced Large Ship Construction 
3400,Outpost Construction 
3402,Science 
3403,Research 
3405,Biology 
3406,Laboratory Operation 
